does not equalB339867818843594756	246979971	0	@DoctorChristian scared to start fluoxetine, what's you're opinion on them? Xx
340135458522685443	1042437571	0	no,i'm positive! you're like santa on prozac! in disneyland, getting laid!
345455827026604032	146021653	0	Fascinating overview of Humira from @abbvie. An injectable drug in a med device for home use (as maintenance dose). Patients prefer this.
340252084882509824	116908518	0	Haven't had a nicotine fixer in a week. #PraiseHim
352781552981245952	867684102	0	Biosimilar Humira landscape will turn red hot with entry of so many heavyweights to share 10bn $ pie!
344819457291583489	24236480	0	She's a first time customer. And I wouldn't be upset if she was a last time customer. So glad I took my Paxil last night.
346706331119538176	17077149	1	@cutefont I essentially felt nothing on them. Great for anxiety, bad for living. Coming off klonopin and paxil was hell though.
341863660043530240	210777087	0	@leanbhpaiste Oh I have, & I have some. I've just taken some baclofen, it should stop the muscles spasming and ponstan should help swelling
344103487942057987	350603832	1	@ikimlowe my son has been on Lamictal for 3 yrs n broke out in a rash when he 1st was put on it. Luckily after going to ER it was not the SJ
344705744672788480	278769748	0	Seroquel always treated me well. Makes ya pass out and pass out HARD.
343372018860838912	154880820	0	Vyvanse you my only friend
347562115135053825	52575960	1	Since Enbrel helped relive my joint pain , my hearings gone , I can't feel my legs ,have 3 eyes, an xtra kid ,but I can still play Golf .
341630109830221825	51028602	0	Woohoo! Rx for Cipro on the way!
352905914640109568	631357943	1	@stillicides well no. But it's just that I dropped my quetiapine last night. I slept horribly! But I feel v unfoggy...
342066984902610946	252182073	1	Seriously haven't ate one thing ALL damn day.. #vyvanse #add #damn
346700255829561344	32937031	1	@deadfanclub @DanaDelany I have a penicillin/ keflex allergy so my dr writes me 10 days of zpack or I'd still be sick too! Sometimes cipro
349931566463590404	41639618	1	I need to progress onto oxazepam.Apparently it's more sedating. Seroquel is sedating, but you can hardly open or close your mouth.
348383854089871360	206955948	1	That zyprexa really makes your vocal chords marvelous only it makes you gain so much weight
332330587106992129	251390570	1	Seroquel gives me nightmares every fucking night but I take it anyway
342305897625829376	1484027370	0	Humira may lower your abilities to fight infections. :( #Fight4Joints
353176251315388416	404449922	1	All I have to say is Cipro will mess you up kids. Don't get sick! #blagh #gross #weak
353017246030901248	99225016	0	My fish got freaked out by all the fireworks, so I ground up some prozac and put it in the tank, and now they are all floating peacefully
332929438713004034	217874065	1	@Zombie_girl_2 I tried that going cold turkey on venlafaxine and depakote is not a good idea I dreamt colours and lost my fucking mind aghh!
344446908271570944	1128357733	1	@whiskey_girl33 oh yuck. We all have our least favorite body fluid. Mine is aerosolized blood. Nosebleed on Xarelto -eeeew
341922380823793665	434623540	1	@RayyDePotter yeaa bihh all jacked up on vyvanse!
347714619126718464	395574828	0	@curious_fancy oh yeeah, i had those on pristiq not so much on effexor.
347859297151090688	20415165	0	@chris_mckinnon I'll buy you a Paxil smoothie.
331812180259385344	255035197	0	@beatmydrums Very rarely lamotrigine can cause an increase in seizures. Talk to your epilepsy nurse or specialist.
343401276802998273	990822912	0	@1Stonecold11 I take Valium/baclofen supp that help me tremendously
340555761505685504	37914517	0	Hmmmm RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
332982420670402560	10695	0	@amishrobot If this becomes a reality, I'm buying Boniva stock.
340556513762480130	380212152	0	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." @NawarNona
329692058132566017	154079781	0	@Leannebrisk As my Twitter psych nurse you should know I'm starting a gradual Venlafaxine withdrawal from tmrw. I may explode or become mad.
336978968597118977	934963484	0	Were the greatest discovery of the age; this universal lozenge was health.
345124251742904320	379541954	1	I haven't slept in 2 days due to #vyvanse
332546823447248896	83676464	1	@CIPROisPOISON ironically, the pulmonologist I work with told me about his own devastating bout with 'tendonitis' after Cipro
332142355593437184	62062809	1	@cloudtoad @MrsYisWhy @bigthink each brain is different. The SSRI I'm on has worked really well. Prozac made me a zombie. #Brains
340387529050177536	143119637	0	@MiLOKMAT #ISayNoToSmokingBecause nicotine addicts can and do die young!!
341555493409542144	14975010	1	Losing it. Could not remember the word power strip. Wonder which drug is doing this memory lapse thing. My guess the Cymbalta. #helps
341008335463669760	198006915	1	Mann I've been having the munchies ALL day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
348595096352075776	161561500	0	@Incubator04 I'm hoping that I get on the zyprexa. The GI was pretty sure it would help the nausea and I know it'll help the crazies.
341954740059516928	217185420	1	@RachaelHerron @marrije I haaaated Trazodone. Don't be afraid to ask doc for something else if side effects continue. Gave me migraines.
348889890047537152	28094698	1	@trainingwithra Nope, was on #Enbrel 5yrs & had to get off due to unrelenting flare. Been on #Humira since Dec 2012. #rheum
330933594329608192	312418534	0	@kamiekaymee @Psycholyst then i recommend trazodone or ambien.
340054992960507905	340082611	0	And now it's screaming for nicotine
332317478170546176	491429937	1	"do you have any medication allergies?" "ASTHMA!!!" Me: "........" Pt: "no wait. avelox, that's it!" "So no other allergies?" "RIGHT!" *cont
347276920142045184	315453674	0	Anyone have any metoprolol? Blood pressure rising. #votewtf
342150382698504192	775979797	1	@ctr1945 my mom used Rivaroxaban and it gave her a terrible time with weakness and muscle pain.
333224523484766209	1093433228	0	Any body wanna buy me cymbalta, My depression hurts.
353102470534279169	71475416	1	@LilythePurr I've had too much quetiapine today - I'm zombified.
340313025254924288	149645239	0	@CCinneide ohhh so it really has nicotine and they smell like a cigar. Nice!!!
333467863526563840	185404032	1	Why do I always get the seroquel munchies!?
343814216651776000	965619504	0	@Grillllz @Naijamedics gt sm ringn in my ryt ear,a swob found heavy growth of proteus spp.I hv used ciprofloxacn n chlorophenicol 2 no avail
327359233618243584	588584220	0	@BeastlyBody I used to, I went on fluoxetine (antidepressants) for a bit but my mum was worried they would make me suicidal so I had to stop
332158227770916864	45678860	0	i wonder if the pharmacist believes that this prozac prescription is for my dog...
351420111925686273	38354214	0	@PaxilParox uh oh, I just saw a lawyer commercial that said Paxil may cause serious birth defects!!
330354532527792129	1259792196	0	Fluoxetine. You are worth shit.
349295087278231554	484325635	0	"@kingkerbyy: my throat hurts so much, especially when I swalllow, what do I do? .. help me"take a lozenge
333373611375206400	25410419	0	@GazetotheStars they want to try Cymbalta for it but well see. I have some research to do first. I take enough meds as is thanks. Blah
344185478502817793	613162593	0	"@remydial: Just bumped Cole album again & lowkey got depressed..."I take cymbalta every time i listen to it
352219972006715394	1515891414	0	The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?
340115513667629056	717192528	0	Caffeine and nicotine combo with a hint of THC :)
332196840873287681	85738131	0	3rd generation: morfloxacin and levofloxacin
348350447339307009	719720472	0	@ramboisis I know.. I know.. mad bastard this one.. any Seroquel? ?
344893758019612672	18503338	0	@alexbeaudoin2 I'm nervous about Remicade because my veins are horrible. But nervous about Humira because of the self-injection.
341607764465946624	411851762	0	Ima Take That Seroquel Last Period SO When I Go Home Ima Be Bent Fa The Rest Of This Day.
340555247820865536	406035950	0	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." I am happy rn
340607898499555328	257010511	0	Sydney Dy on treating CIPN: in practice thus far, not impressed with utility of duloxetine (limited efficacy, tolerability) #ASCO13
341818667773853696	392131171	0	Feels dreadful - how do u over come a #virus when on #humira? GP gave antibiotics to help me out' but it's #viral!! Making #lung pain worse
341913366807330817	26433602	0	@CTsurgicalmum I just retweeted some Cardiology news regarding Dabigatran & post AF ablation to make u feel at home! LOL
349669426993434624	519670692	0	@factive ahahaha oops. Well, I sure put my foot in my mouth, didn't I? :)
347810891124838400	1025041682	0	Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpw
327283772137541632	206713754	0	WARNING Venlafaxine mixed with Dihydrocodine and caffeine has seriously weird effects #TopOfTheWorldMa
352504864439418881	451676168	0	@Keith_Laws and olanzapine smd about 0.6 is also approaching a large effect size? Interesting as people say antipsychotics not v effective
340807662465871872	33031011	0	@MrsMRobbo about tysabri because the risks, but it was probably the best decision I've ever made with my MS! Xx
344539436714962944	92502577	0	@daisy_spring codeine doesn't agree with me. I'm coming off Oxycodone, P and oxynorm and onto duloxetine.
331672968742719488	1300182944	0	@psychoticdancer I'm now on 10mg olanzapine, it used to be 12.5mg
333032119444045824	15142606	0	@kimmyxoxo My sister suffers from fibromyalgia and cymbalta seems to help her. Sadly, so many people dismiss fibro as almost phony.
327061439200251904	43424430	0	Are there any good quality studies comparing venlafaxine and fluoxetine?
347181386169462785	34605102	0	2wks into #enbrel...again. PLZ work now!
343011538933800960	134471768	0	Well shoot. Forgot today was a #Humira shot day. Hate these!
350599480602656771	18451976	0	Things no 19 year old should be excited about except I am: finally starting Enbril!
340454187986989057	238257779	0	bupropion lexapro difference comparison $ bupropion versus effexor: Understanding the role of testosterone in sexual function and...
347819426793537537	20930247	0	@dylanhardin i was on effexor for a while. i may as well have been on a placebo because it didn't work for me at all. hope you have...
345286833615302658	112888923	0	@SAlldread I was worried about you. Did you have a bad episode due 2 Humira or is it not working for you?
340517457489981441	221049630	0	@prozac ugh wish i could and then we would hang out and listen to cool music
344836731205455875	299200352	0	@Nurse_Problems "do you have high blood pressure and diabetes?" Pt says no but they are on metoprolol and glimepiride.....
332317973144547331	18824972	0	@factive The go-to guy for Twitter in the poker world is @WhoJedi , could see if he can help you my friend! #DoesntHurtTooAsk
347264063002259458	331636896	0	Cochrane: head2head natalizumab:Rebif/azathioprine:Rebif shd B top priority on research agenda; follow-up of trial cohorts shd be mandatory.
352239628956336129	850950350	0	Too lazy to google NHL offseason depression tips? This guy's got you covered ---> MT @BENYIsles @MichaelWillhoft #Paxil
346037348305354752	1397948809	0	Liquid fluoxetine tastes so so rank i want the tablet form pls
345154831658397696	1110362262	0	Mercy...... Someone give her some Zoloft or Paxil!!!!! #moodydaughter
346584807519694848	611775698	0	@tete_floue no he said that venlafaxine and mirtazapine work well together,we shall see!!
351500807943880708	171267481	0	ELIQUIS results enough to move $BMY share price? Doubt it since I'm still holding, if I sold friday it'd be soaring tomorrow
349644875337183232	588507814	0	$ISIS ASM Crooke: Kynamro injection site reactions modest and some people are bothered by them, with APOCIIIRx it is very mild.
340628694617960448	1347926490	0	Overdosing on trazodone smh #wowyourcool
347397718081146881	17303367	0	I wonder if I accidentally took a Seroquel instead of a Lamictal this morning. That'd do it. #doom
341284056908062720	394270501	0	Patient: what's ready for me. Me: Namenda Pt: I don't recall what that's for. Me: memory Pt: I guess I need that.
340288274486657026	1413891295	0	I guess my kittens a nicotine fiend pic.twitter.com/ZsQsrrW4DZ
347893183197372418	505793595	0	@seeredwrite Quick! Flu First Aid! Hot toddy, or lemon and honey, or a lozenge or something!
348784687382138881	6034102	0	Or psychiatric help. Yeah the latter is better. Life can't cure crazy. Olanzapine, quetiapine, risperidone & aripiprazole might help. MIGHT.
342289199942209537	1360216284	0	Day three of #nonsmoking - 90% of my thoughts revolve around cigs. The nicotine lozenges I have taste like cherry infused with ashtray.
343972188199731200	28493266	0	Somebody. Anybody. Please bring @dennisrudoy a vyvanse.
328272428197367810	912932731	0	@SirenXPW I have literally been weaned off fluoxetine,(prozac),the last few weeks and am learning to cope without now. Was on them 4 18mnths
341085592702054400	261911333	0	@matsmoustache @PennsPete Cymbalta: $400. You see a commercial over & over for meds? Cause they're makin a killin off ppl gettin better
344470646316744704	1167910921	0	Cat Bite -> Pasteurella Multicida -> Tx is augmentin if PCN all then cipro + clinda #FOAMed #MedEd #ABIM
348247519899287552	168545285	0	Pharmaceutical dinners... Yet another reason why I love my job Thank you Effient (at @GaslightGrill)http://4sq.com/19WpuVC
331366209268355073	188869825	0	@CBSPhilly Ciprofloxacin is overused as general antibiotic while the risk of being crippled is very real w/achilles rupture. joint weakning
341763429310267392	61910960	1	Exhausted...can't fall asleep. Don't wanna take a trazadone and wake up hungover. #Sleepdisorderproblems
341758326226423808	370486115	0	"@ComedyTed: Walmart: because going to target requires a shower.Target: because going to Walmart requires Prozac and a tetanus shot!#Freaky
341758167794999296	1393294188	0	@Bumpynight CHANGE THE RULES... Warehouse 13 should have been sponsored by Kleenex & Prozac Im such a sad Fangirl.. That was No love letter
344724420847366144	108015815	0	@iced_queen one dat Glaxo Smith Kline will be made to atone for their drug Seroxat/Paxil/Paroxatine.....or whatever they change the name to
348118972530565121	67156258	0	TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills
330960523195736064	895880286	1	Don't need any alcohol really when fluoxetine just makes me feel like I can't even stand
331000656926232577	1067106571	0	Antibiotics of choice include, ciprofloxacin, levofloxacin, amoxicillin-clavunate.
328201356190044160	182528964	0	Just sucked on a nicotine lozenge thinking it was a cough drop
340330159481683969	959419016	0	@CarlySchlimps Not true AT ALL. It's just nicotine which there is barely any of it at all. SWERVE HOE.
341680382179160065	38971420	0	@MaranaCzap look at the tweet near that one. I refuse to take that Seroquel XR anymore. It's bullshit
351620099439996931	17248031	0	@Serendypyty switching to Lamictal and Seroquel.
341102361902710784	26393430	0	Checking out Cipro for the first time. The boys are behaving which helps! Good work @francaboutwine with the badlands ;-)
341943795446853633	1479751440	0	Let them eat Prozac.
350224237849624576	715218384	0	@Krissyhurley Time limitations is a struggle. Aderoll didn't help my Son. Huge improvement since my Son has been on Abilify & Trazodone.
340555391404482560	219577111	0	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." @slads88 get some
343099599210287104	442008187	0	This "Xarelto" has way too many medical terminology words that most people wouldn't understand!
340723164759859200	124956532	0	I stopped taking my trazodone so bring on another sleepless night
340605705763581953	20842720	0	@MrsMRobbo A bit better, not sure if I'll be in tomorrow though. It's been chronic, almost as bad as the swine flu. How's your Tysabri?
344426072412139522	238602795	0	Manhood today is about exfoliation, and cheese courses, and emotional honesty. And Paxil.
353828256639750144	323112996	1	@thebeecharmer97 @deadfanclub I would NOT recommend toying around with Cipro if you don't have to. Did you know it can cripple you for life?
343828267192684544	242001599	0	Part 2 of the announcing DH. In Lisle for @chicagoredstars vs @BostonBreakers Throat lozenge pls.pic.twitter.com/MwpjwMdB9d
332507905305755648	167637757	0	Busing from west side st peezy all da way to the mall to get to eagan to talk to my shitty psych about nothing. I just want some seroquel.
341604090536669184	1278994680	0	Cymbalta den got my Aim Steady Den a Mf! I'm thinking about rainbows &marriage.. Nd horses & being a statue.... Cuz I's still in de woods!!
327102219566587904	14093704	0	Hey, @marcmaron! Not sure how plausible it is geographically, but you should get @timminchin on WTF. Do iit. Payment in nicotine lozenges.
341313859849695232	180263243	0	Cymbalta not what you did
342233821753774080	37775335	0	Toughest decision of the night: which throat lozenge to take that will best compliment my Colgate toothpaste?!!
342779971175084034	14812037	0	She sells lozenge-shaped logicians on lingerie futures at the seashore.
351548638276759553	19167641	0	Rivaroxaban (Xarelto) "will soon be subsidised" on PBS for stroke prevention atrial fibrillation/DVT patients, says @tanya_plibersek
351475962967375873	59954834	0	If you take Byetta, Victoza, or Januvia, read "Incretins Under Siege? Don't Jump To Conclusions" @mnt_diabetes - http://ht.ly/meK63
348585369794650112	1187848308	0	@spentgladiator2 quetiapine is a regular part of my nightly cocktail.
334022366457917440	99207792	1	@stevecoy @JoelAnair all the things I have just make me sleepy as hell: Cymbalta, Klonopin, Ambien. wait what if I take em all togethhssaagg
340573904777121792	192574681	0	JAMA 2013 Duloxetine: No difference initially but demonstrated with crossover. Decrease was only 0.73 on a 10 point pain scale #ASCO
340556512336424960	418994001	0	"@UberFacts Bananas contain a natural chemical that can make a person happy-Also found in Prozac."Thought this said Proasheck :) @Proasheck
348876532988645376	104002870	0	Comparison of 4 antipsychotics in patients over 40 with psychiatric disorders. quetiapine least safe http://1.usa.gov/14mFdY1 @MedClerkships
341752534295248897	144504221	1	@opium_district I've been having them today too, three days without effexor. I completely understand what you mean. every hit, lightheaded..
328874563976957952	952459297	0	RT @Chris Elliot Fund J Rexer: "BT patients on Memantine show inc'd cognitive ability" #BrainTumorThursday #SNO2012 #braincanceractionweek
348806237799972864	268815203	0	@FearLoathingBTX V concerned about how liberally Seroquel is used for sleep, etc. Should be used with caution, if at all.
352029992206602240	1230312476	0	Rivaroxaban is an orally active direct factor Xa inhibitor. An alternative to warfarin.pic.twitter.com/cNoG39Zu1v
347338519078907904	1483117446	0	The Role of Denosumab for Prevention of Skeletal-Related Complications in Multiple Myeloma (July/August): OBJE... http://bit.ly/18Z0ZaI
329729407956705280	158119360	0	Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel
343731968543965184	172993056	0	"@StonedCold_: @easyyy_e cymbalta can help" lmao I'm not dealing with you today no ma'am
348328028763467776	1223476910	0	@MommySnarksALot The Zyprexa would be a good med to get on consistently. As an atypical anti-psychotic it's good for the manic type symptoms
342006826025484289	228452412	0	"Patrick why are you doing dishes" "I took a vyvanse and now I'm cleaning everything" lol alright bud
332682888590016512	424611425	0	@jessmiedema14 Maybe Cymbalta can help me.
342220132271144961	24860819	0	After all these years you'd think someone would get Darren Lockyer a fucking throat lozenge. Poor bloke is struggling to speak #SOO #origin
352967415979708417	16166015	0	To all the people with the fireworks scaring my cat, I hope you start Humira without the TB test, and also hope you have TB. #Lungers
331653502604554240	223261612	0	it is not unusual for a penalty drug, like olanzapine, to mimic female hormones, cause breasts to grow, as well as block spiritual powers
328996446428872705	9255412	0	For those who missed my saturday query? Anyone on venlafaxine (in Guatemala, btw)? Got me some questions.
342556853961650176	163064246	0	Pushrod lozenge. It doesn't get any motorsport dorkier than that. My new favourite geek term. Thank @ScarbsF1pic.twitter.com/Ci0sOVWxgJ
351540218366656514	257850810	0	* @JanetShamlian GREAT job showing extreme close-up of Glaxo's Paxil. Whose idea--yours or your producers? #PharmaShill @nbcnightlynews @nbc
340562466557804544	92380961	0	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.". -I need some bananas : )
354310789546520576	753851953	0	#MEWE2013 Johnson: For Venlafaxine correlation between diversity and function.
340256925595873280	364511159	0	Aaahhh Prozac, my best friend, where have you been this month? #IveMissedYou
344893636493840384	18503338	0	@anagasawa not getting any better. Talked to my doctor about Remicade and Humira. This is the next step.
344186696000225280	1483868468	0	Homework=Depression=Cymbalta
342385881354739712	76082434	0	@morganlepow it was that vyvanse I was in a good mood
343739551195484160	29957313	0	@johnmyersteam @theJeremyVine seen him before with Piers Morgan about US gun laws truly ignorant horrible person who needs some quetiapine
329220834650636289	9517602	0	@GKPortugal I don't know if I should say that here, but I already feel like this, and had to take some syrup (fluoxetine) for few weeks! (+)
344398116394504192	747705774	0	does anyone use or know of someone who uses "rivaroxaban"
333720562633408512	93053636	0	WHO JUST DOESN'T LIKE @fucktyler THIS NIGGA LYRICALLY DOPE ENOUGH TO ASS FUCK THE NIGGA THAT INVENTED NICOTINE!
345615908057784321	585383455	0	@TheSteelShep i'm on Lamictal, Ativan, Zyprexa, and Prozac.
341645716881563648	480309012	0	The new throat lozenge from P.O.Mpic.twitter.com/luFVU1Uj4z
351700599345119233	216985052	0	@weswroten mmm, Seroquel seems to be working for me for now....will see...
352638836683190272	87516540	0	If you take Byetta, Victoza, or Januvia, read 'Incretins Under Siege? Don't Jump To Conclusions' @KellyRawlings - http://ht.ly/meK6i
348829559958937601	755564	0	The most upsetting thing about Silver Linings Playbook, is how Bradley Cooper can take Seroquel and still stay in shape.
345030086195568640	582438552	0	Sweet, sweet trazodone, please kick in faster. I have things I need to do tomorrow.
332096885869379585	10076082	0	Urgent message in my inbox about my fosamax prescription. I thought "do I take that? or a generic?" "for menopausal osteoperosis" Huh.
344546298076225536	18332340	0	Going to drop the Q-bomb + co-codomol. Hoping for a fast entry into la-la land. Goodnight all #quetiapine
333488315460362240	31128495	0	@for_esme yeah, I've already been on Cymbalta and Lexapro in the last year.
342277827384705025	377773501	0	$eln take tysabri and infrastructure (incl tax structure) then 15-20$
344438489481355266	93730971	0	Despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cause seizures in OD.
340314369726492674	739843554	0	@ratchetredhead the nicotine in tobacco is considered a drug. Lol
340314397866074112	25478715	0	@AzureeJaafar my real concern with e-cig is the catridges - most of them come from china and no MOH approval. Anything with nicotine=drugs
341601311072083969	99049452	0	#Swerve RT @Cleo04patra: I am the throat lozenge Gwede Mantashe refused.
349533191096381443	33031011	0	JC negative for another year and finally sorted the dilemma of my freakishly sensitive skin! #blessed #goodnews #MS #Tysabri
352632831014477827	716139301	0	Lamictal - Safety shoes Measures: .Qxf
350402226017144834	156522198	0	Somebody get #Nerlens Noel some #Paxil. #nbadraft
346344933545873408	355674498	0	Xarelto, Eliquis and Pradaxa are all great drugs EXCEPT they don't have antidotes...and that's my only reason to prefer Coumadin
344602109527871489	832213525	0	how me, cipro, jon, and a bike all fit in a chevy cavalier today will always be a mystery to me
350329185392275457	163981790	0	@SuperNannyKenz girl my enbrel is on its way to me and I pray that it helps me enough to start running again! We can have a twitter5K!!!!
351762465744371712	28287795	0	AMPLIFY: Eliquis is as good as Lovenox + warfarin bridge for treatment of VTE. Good practice for BCPS's biostat chapter
341985527727288320	52090036	0	@AerobicsFirst ok.....no problem. I did think running shoes and snorting prozac were at the opposite end of the relationship spectrum.
340532193908625408	100037560	0	#CMSC2013: PTM is an important tool to allow patients to deliver a bolus of extra baclofen for pain/spasticity #MSresearch
352560365231554560	351940602	0	@alanakalafsky haha this is in the leg and stomach. Humira
345615267784699904	408155207	0	@LarryLabRat Lamictal, currently
347092452638851072	354427415	0	FDA Investigates Deaths of Two People Taking Zyprexa: Federal regulators are investigating the deaths of two p... http://ti.me/16FWZaL
349298407527034883	126567070	0	Rep promoting Brilinta (antiplatelet for secondary prevention): morning tea- friands, chocolate eclairs and canale-creating future patients?
342196395291328512	149749939	0	@ALCrans Methadone, Tramadol, Zanaflex, Xanax, Effexor, my sis, my niece, my dad.
342005395021254656	553160477	0	Whos got that vyvanse at the airport hahah
341737925446361089	774765	0	@bergeronprocess maybe they need seroquel?
352103831498272769	237782433	0	Has anyone got any experience of venlafaxine they can share with me please ?
340389437877936129	1460861816	0	First day of Prozac...
331499451367690241	17666643	0	Fluoxetine may facilitate brain plasticity. #pas2013
333011517123489793	40213907	0	Fluoxetine prevents the re-uptake of serotonin by the presynaptic neuron.
347207345207668737	168268605	0	Imma need some seroquel and some xanax to sleep. .. #simmerdown
333795312269402112	367821853	0	@RNMeetsWorld #twothingsthatdontmixwell sterile water and geodon!
350600882133532673	204564525	0	Janssen: FDA issues CRL for XARELTO to reduce the risk of stent thrombosis in patients with acute coronary syndrome. $JNJ
340661075404001280	1141532016	0	I cant believe i juked mr.zometa in soccer ;o lol
348532797801107456	52757166	0	@jaymohr37 I just popped my first @therabreath lozenge! Wow! Can we extend handsome Tuesday til Saturday? #tingly #feelinglucky
344801010474180609	67488221	0	It would be good in my opinion to study a combo of alcohol & peppermint oil in lozenge form for various types of cancer. It could IMHO work.
348822690896936960	28177191	0	@FashonButterfly Right now I am on Enbrel. It's my 3rd month. Can tell a difference in my skin and maybe the exhaustion level some better!
340372923565084672	1300903250	0	@irina1792 I learned from my mother and stepdad when they had interior painted again, painters had to strip the nicotine stains off first.
332558185632239616	44646165	0	6 months intensive therapy using pyrazinamide, ethambutol, kanamycin, levofloxacin, etionamide, cycloserin
344152692547018752	544741112	0	Vyvanse = 5 lines of coke. Can't. Stop. Moving.
344153608880799745	95291580	0	Vyvanse and Adderall should be advertised and sold as a pill for cleaning.
332798354448850945	19622253	0	Gotta love that Lamotrigine.
349313960484405250	74711006	0	@PECjournal I meant thanks for your tweet re: dabigatran models article:)
350664648200175616	1220617446	0	FDA Turns Back New Indication For Rivaroxaban To Prevent Stent Thrombosis In ACS Patients ...
348888075696480256	28094698	0	@SocialMediaShan I didn't think it did much the first time I was on it; but it takes time to build up & I think helps w/ #Humira. #rheum
342217072379576320	84437614	0	@crescentcolours morning :-) Slept finally after 630am. How was your night with quetiapine? Xx
345618120033071105	84500329	0	Fuck you Ciprofloxacin. Am in my chillspot and all I can take is Sprite?
345018750845734913	258818833	1	I don't know if vyvanse was a good idea #nosleep
343943149804191745	748564554	0	Sounds like everyone needs a big dose of cymbalta tonight
348564346995085312	223573069	0	@Finias Maybe it's 'cos blind people are better than CP-ers? I personally prefer CP-ers, but I would. *necks baclofen*
340556941921222656	376345847	0	RT"@UberFacts Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
351883820808683520	500442723	0	Anyone take lamictal/lamotragine? What dose? I take a minimum dose and wonder if that is normal.
341748135741239297	277732642	0	No more preworkout?! Fuck it *takes a vyvanse*
348928831354204160	97567146	0	23.19 rivaroxaban diary day 23. Saw out-of-hours doc. Now taking more Doxazosin. Stopped losartan. Aches and pains still easing.
352670146696978433	508084134	0	Enbrel and the Autoimmune Era - Anne Pollock - DO YOUR homework before you write what you have no idea about gutter journalism
350689148782395392	155916518	0	#FDA approves Noven's Brisdelle (paroxetine) for hot flashes associated with menopause
331877338390339584	210976748	0	Lyrically I'm dope enough to ass fuck the dude who made nicotine
331553523768627200	722231460	0	Lol @ this crack head that's acting like she's afraid to take Trazodone.
351668358787244032	295325432	0	@JenWesthoven exciting news about Paxil/hot flashes. Wonder difference between using already low doses of drig
349093956010799105	1310363833	0	Sandoz Enbrel etanercept #biosimilar trial to exploit EU/US reg harmony. US 'submarine' #patent 8063182 expiring 2028 still to be dealt with
332788874361315328	396523032	0	Prozac, Paxil, celexa, Effexor, remeron, seroquel, trileptil, trazadone, Wellbutrin, abilify, cymbalta and many more. I KNOW what they do.
341961376576720896	250385214	0	I'm pretty sure if I googled motivational help for a well educated sahm, it would link directly to an ad for Prozac.
349611473942749185	975408500	0	@darkplaces28 Um, I suggest a Lozenge, but go for it. Lol.
342163626540548096	229511483	0	Let's see about this trazodone.
343108786669629441	275203340	0	Fuck molly, fuck sweating. Popped a vyvanse now I'm studyin :))
342789738907971584	23138544	0	I may need to up my cymbalta. I want to dump this girl's sno-cone on her head. And that really won't go over well. @mazuri_es
351554135734222849	271962400	0	took seroquel & it's not working #bipolarscks
341760265899094017	14661544	0	@thebronzey Have your prozac ready. And beer. Lots of beer.
340364850364575745	21114457	0	12 months today since I smoked my last ciggy... Fingers crossed I have finally ended my very serious relationship with nicotine.
341943632657543169	1478679325	1	How anyone can say there is no withdrawal from prozac withdrawal is beyond me. Their answer is to go back on it and up the dose.
340383510047113216	1020515234	0	@Tay_rose10 "nicotine is an addiction" haha I swear that is the only commercial I hear.
340313829697257473	371111986	0	@brookayXOXO I need nicotine
350300847118368768	53563522	0	Why is MS not enough - to get a prescription for Tysabri? Why do you need to have a another attack first, and loose a couple more functions?
347777256833310720	309441732	0	I'm infusion Tysabri. My monthly fillup!!
341381207260536832	448597968	0	Depression hurts, cymbalta can help. So pop a few and shut the fuck up. No sympathy from me sorry.
342439958591705090	615140521	0	can i bum like half a paxil so i can run inside this store to buy beer real quick? there are bros and babies EVERYWHERE.
340486805566652416	118143382	0	IM AM KOJAK !!! YOU CAN LOOK THE WORD UP !!! #prozac&cocaine #lyrical >>>> and I made it my name !! My name is my name type shit
350597529718636545	593813785	0	#FDA rejects #Bayer's #Xarelto to reduce risk of stent thrombosis in patients w/ acute coronary syndrome $BAYRY #pharma #biotech #heart
353333109955112961	544565201	0	Generic Lipitor $25 for 90, Generic Lexapro $25 for 90, Generic Flomax $25 for 90, Generic Effexor $25 for 90, Generic Cozaar/Hyzaar $25/90.
329412227604045824	458853940	0	Puttin down the chew and packin a fat nicotine lozenge #KickinTheHabit #FerThaGums
350240711997788160	15781321	0	Dunno if it's Alanis, the SCOTUS rulings, or that I've finally stopped my Effexor, but I've been on the verge of joyous tears all morning.
